2.0,0.612246,0.369337,1.119434,-0.689106,0.451776,1.308115,-0.518925,0.129025,-0.558788,1.588863,0.170888,-25.895562
3.0,-0.974871,0.275613,1.106435,-0.867804,0.230839,1.870421,-0.794584,-1.712529,-0.935208,0.109706,4.167006,-29.062891
4.0,-1.493339,1.992164,0.609691,-1.001476,1.268201,0.516364,-0.984814,-1.16944,-0.765422,-0.487069,7.259387,-31.529549
5.0,-0.432028,1.592409,0.853561,-1.365528,1.310392,0.954528,-0.946305,-1.269243,-2.031158,-0.227847,5.94143,-30.540759
6.0,-0.457769,-1.274877,-1.278964,1.218044,-1.084448,-1.335288,1.558226,1.922927,0.350112,-1.800676,7.411681,-8.042986
7.0,-0.601187,0.604264,1.308459,-0.574974,0.59625,1.151715,0.244839,-0.015721,-1.506754,1.858233,-0.13233,-25.367187
8.0,-1.005062,0.410997,1.568293,-1.128671,-0.843388,1.494365,-0.787263,-0.655806,-1.121765,-0.427253,3.1225,-28.22778
9.0,2.063762,-0.237232,-0.267166,-0.966792,-0.237925,-0.507043,0.368914,1.130329,1.593293,0.203097,0.279545,-17.914489
10.0,1.594987,-0.922199,-1.615858,1.24596,-0.466516,-0.050447,1.210092,0.425638,1.43586,0.529808,1.687099,-16.230912
11.0,-0.763371,1.444792,-0.667418,-0.887114,1.592276,0.477427,-1.403809,-1.38143,-1.702208,0.031717,6.63171,-30.793279
12.0,-0.571235,1.122207,0.939817,-1.255051,0.985033,1.955394,-1.399996,-1.082875,-0.538879,-1.026345,5.101943,-29.906874
13.0,-0.181691,-0.962738,-1.102829,0.599151,-1.230148,-1.136148,0.96852,1.461663,-0.157032,-0.67649,7.023751,-8.930348
15.0,0.685147,0.062739,0.268972,0.29151,0.535087,0.96439,-0.53873,-0.711449,-0.886395,1.357356,-1.05666,-22.702961
16.0,0.835733,1.050727,0.983537,-0.369345,0.381985,1.04225,-0.507092,0.03415,0.25725,2.44736,-1.125585,-23.98926
17.0,-0.364142,-0.78836,-1.131426,1.085911,-0.707592,-0.910544,1.151256,0.569193,0.342218,-0.792868,5.501051,-10.457624
18.0,0.824635,-0.872116,-0.351446,1.313566,-0.342965,-0.795991,0.886879,0.946765,0.691703,0.11991,1.352841,-16.495448
21.0,-0.707724,0.784051,0.741873,-1.610646,0.733574,1.322904,-0.907136,-1.518263,-0.851401,0.486164,3.373255,-28.55964
22.0,0.556676,0.37593,1.215702,-0.863109,0.55068,1.045755,-0.953071,-0.685397,-0.688682,1.463836,-0.185486,-25.784378
23.0,0.814931,-0.761926,-0.1275,1.06282,-0.454788,-0.536269,0.374748,0.951816,1.785989,-0.230777,1.981421,-15.842557
24.0,-0.001573,-1.373026,-1.060462,1.432102,-1.22091,-0.974984,1.129523,1.382705,0.816753,-2.296628,7.684384,-8.623076
25.0,0.411112,-0.818464,-0.644391,1.317738,-1.095131,-0.807456,0.834296,1.186585,0.786648,-1.409886,6.995742,-9.475791
26.0,0.238102,-1.007271,-0.804951,1.371312,-1.017847,-1.507375,0.517461,0.682916,0.560647,0.116435,5.466437,-10.94194
27.0,-0.123823,-1.003478,-1.088175,1.321129,-0.88359,-0.990542,0.990543,1.013741,0.868561,-0.923599,6.179077,-10.454446
29.0,-0.362172,0.608676,1.45236,-0.611385,0.521777,1.028026,-0.752329,-0.896335,-0.410284,1.303685,0.728727,-26.559876
31.0,-0.303872,0.416107,1.375104,-0.610976,0.583748,0.978734,-0.850477,-0.670994,-0.752801,1.667546,0.894603,-26.525764
32.0,-0.223982,1.110263,0.639112,-0.450427,1.468006,1.123795,-1.580967,-1.752609,-0.894315,-0.726599,6.326161,-30.666586
33.0,0.441998,-1.570313,-1.539523,1.151912,-1.139326,-1.265759,0.656417,1.899157,1.385774,-0.349192,3.993573,-13.618671
34.0,0.303296,0.091663,0.117555,0.159264,0.061779,-0.987373,0.416338,0.593236,1.627221,1.315129,1.223807,-16.720017
